index,sfdc_tier,poc_image,segment,sub_segment,Brand,Pack_Type,GTO_2019,Volume_2019 Product,province,price,returnability,norm,OnInvoice Discount(LCU),label
19732,2.0,1,0,0,2,0,5.382612558043431,-0.7339691750802004,4,453.31,1,3.1622776601683795,3.581572601125427,2
19733,2.0,1,0,0,2,0,4.310664888188185,-1.7147984280919266,4,413.83,1,3.1622776601683795,2.637627736805664,2
19734,2.0,1,0,0,11,0,4.409641801706855,-1.4271163556401458,4,342.67,1,11.269427669584644,2.7479117345273405,0
19735,2.0,1,0,0,11,0,4.989411657644629,-0.8675005677047231,4,349.64,1,11.269427669584644,3.1625170911988163,0
19736,2.0,1,0,0,13,0,4.645351975620923,-1.0216512475319814,4,289.17,1,13.228756555322953,3.0204248861443626,0
19737,2.0,1,0,0,16,0,3.043569602968151,-2.5383074265151158,4,265.57,1,16.186414056238647,1.332366019094335,0
19738,2.0,1,0,0,16,0,4.118711918670395,-1.8451602459551701,4,389.11,1,16.186414056238647,2.419478844465545,0
19739,2.0,1,0,0,16,0,4.095011006765261,-1.439695137847006,4,253.33,1,16.186414056238647,2.4714836294558595,0
19740,2.0,1,0,0,23,0,3.7736800558064014,-2.120263536200091,4,362.83,1,23.130067012440755,2.102913897864978,0
19741,2.0,1,0,0,11,3,5.392763536839982,-0.5108256237659905,4,366.35,1,11.661903789690601,3.4394560937792455,0
19742,2.0,1,0,0,11,3,7.859142847893722,2.128231705849268,4,308.25,1,11.661903789690601,5.806730081589738,1
19743,2.0,1,0,0,20,3,5.388523634434185,-0.2231435513142097,4,273.6,1,20.37154878746336,3.3995293245614584,1
19744,2.0,1,0,0,21,3,9.966425261807817,4.400603020246817,4,261.34,1,21.354156504062622,7.9159686412066295,1
19745,0.0,2,2,12,2,0,6.298949246855942,0.1823215567939546,1,453.33,1,3.605551275463989,3.9394436010041383,0
19746,0.0,2,2,12,2,0,5.514637692514121,-0.5108256237659905,1,413.83,1,3.605551275463989,3.1484533605716547,0
19747,0.0,2,2,12,11,0,5.306880597208525,-0.7465479572870606,1,425.57,1,11.40175425099138,2.913437030827161,0
19748,0.0,2,2,12,11,0,4.92551304067942,-0.8675005677047231,1,328.0,1,11.40175425099138,2.60859812213055,0
19749,0.0,2,2,12,11,0,5.220572017923184,-0.616186139423817,1,342.67,1,11.40175425099138,2.865053949911875,0
19750,0.0,2,2,12,13,0,5.520820712974823,-0.3285040669720361,1,347.0,1,13.341664064126334,3.202746442938317,0
19751,0.0,2,2,12,15,0,6.10289410879219,0.16974277458709455,1,377.34,1,15.297058540778355,2.9967317738870745,0
19752,0.0,2,2,12,17,0,7.535771763103322,2.254339780366051,1,196.65,1,17.26267650163207,5.205708534815374,0
19753,0.0,2,2,12,22,0,6.827488379512832,0.7943490610689127,1,417.02,1,22.20360331117452,4.181897459229963,0
19755,0.0,2,2,12,11,3,7.969011781106478,2.322387720290225,1,283.33,1,11.789826122551595,5.577916862806462,1
19756,0.0,2,2,12,13,3,8.972423226553355,3.4339872044851463,1,254.28,1,13.674794331177344,6.520753666639511,1
19757,0.0,2,2,12,16,3,8.676392818118654,2.766319109226186,1,368.73,1,16.55294535724685,6.282827337399336,1
19758,0.0,2,2,12,16,3,7.539314248622748,1.6292405397302798,1,368.73,1,16.55294535724685,5.14574876790343,0
19759,2.0,1,2,12,0,0,6.177113893994611,-0.1743533871447778,10,573.33,1,3.1622776601683795,4.7456275386833475,2
19760,2.0,1,2,12,2,0,4.912654885736052,-1.2039728043259361,10,453.33,1,3.7416573867739413,3.3847291889548483,2
19761,2.0,1,2,12,2,0,5.409277176856294,-0.616186139423817,10,413.83,1,3.7416573867739413,3.87618855241893,2
19762,2.0,1,2,12,11,0,5.202356975402125,-0.5108256237659907,10,302.83,1,11.445523142259598,3.728100167267218,0
19763,2.0,1,2,12,13,0,6.907115074094714,1.0577902941478545,10,347.0,1,13.379088160259652,5.608702268405931,1
19764,2.0,1,2,12,13,0,5.0571371277476755,-0.616186139423817,10,291.0,1,13.379088160259652,3.540089380528774,0
19765,2.0,1,2,12,13,0,7.699049520681607,2.0149030205422647,10,294.17,1,13.379088160259652,6.4752786216271225,1
19766,2.0,1,2,12,14,0,5.596976470338392,-0.1404121537167449,10,310.25,1,14.352700094407323,4.138839802108651,0
19767,2.0,1,2,12,15,0,3.39484390768998,-2.5383074265151158,10,377.34,1,15.329709716755891,1.7369512327330598,0
19768,2.0,1,2,12,16,0,3.401863826205316,-2.5383074265151158,10,380.0,1,16.30950643030009,2.1838015570040787,0
19769,2.0,1,2,12,17,0,4.258728418329388,-1.0216512475319814,10,196.44,1,17.291616465790582,2.8449093838194073,0
19770,2.0,1,2,12,21,0,8.522172772696589,2.866761892257031,10,285.83,1,21.236760581595302,7.145614028739971,1
19771,2.0,1,2,12,22,0,5.4412048540965845,-0.5923972774598024,10,417.22,1,22.22611077089287,3.609565647394211,0
19772,2.0,1,2,12,11,3,7.609192997859816,1.96009478404727,10,284.04,1,11.832159566199232,6.134547057247264,1
19773,2.0,1,2,12,13,3,8.668380054904338,3.152736022363656,10,248.55,1,13.711309200802088,7.397677950316215,1
19774,2.0,1,2,12,13,3,10.304874355652421,4.783316371371566,10,250.02,1,13.711309200802088,8.917232942185999,1
19775,2.0,1,2,12,21,3,7.852625693139596,2.2617630984737906,10,267.97,1,21.447610589527216,6.522915988667629,1
19776,2.0,1,0,0,2,0,5.7770019569816125,-0.2484613592984993,10,413.83,1,3.1622776601683795,4.5094299137072555,2
19777,2.0,1,0,0,11,0,5.461031277035783,-0.5923972774598024,10,425.57,1,11.269427669584644,4.165113633110308,0
19778,2.0,1,0,0,11,0,4.078215180292217,-1.7147984280919266,10,328.0,1,11.269427669584644,2.8581928595319295,0
19779,2.0,1,0,0,11,0,5.122951562320088,-0.7339691750802004,10,349.65,1,11.269427669584644,3.72255598047332,0
19780,2.0,1,0,0,11,0,2.89977188240808,-2.8134107167600364,10,302.83,1,11.269427669584644,1.6074359097634274,0
19781,2.0,1,0,0,11,0,4.121959729255074,-1.7147984280919266,10,342.67,1,11.269427669584644,2.865053949911875,0
19782,2.0,1,0,0,13,0,6.591262124676237,0.7701082216960737,10,337.36,1,13.228756555322953,5.467806944526613,1
19783,2.0,1,0,0,13,0,6.548792004525392,0.9001613499442714,10,283.9,1,13.228756555322953,5.436948234717258,1
19784,2.0,1,0,0,13,0,8.505525386548555,2.8213788864092133,10,294.17,1,13.228756555322953,7.287198057484652,1
19785,2.0,1,0,0,14,0,6.49491806354435,0.7575294394892135,10,310.25,1,14.212670403551895,5.218949431164464,1
19786,2.0,1,0,0,15,0,4.49345619635809,-1.439695137847006,10,377.34,1,15.198684153570664,2.9719517448885875,0
19787,2.0,1,0,0,16,0,4.52417702677856,-1.1488535051048565,10,290.91,1,16.186414056238647,3.2300135692786567,0
19788,2.0,1,0,0,16,0,5.62278931544667,-0.34108284917889636,10,389.11,1,16.186414056238647,4.328889536260753,0
19789,2.0,1,0,0,16,0,3.4255647381104497,-2.5383074265151158,10,389.11,1,16.186414056238647,2.131796772013764,0
19790,2.0,1,0,0,16,0,4.788158187325206,-1.152013065395225,10,380.0,1,16.186414056238647,3.2827891506118534,0
19791,2.0,1,0,0,18,0,6.5405248211038876,0.7701082216960737,10,320.67,1,18.16590212458495,5.420623490932004,0
19792,2.0,1,0,0,21,0,5.144583266605995,-0.5108256237659907,10,285.83,1,21.142374511865974,4.001132180499922,1
19793,2.0,1,0,0,22,0,4.881589066161162,-1.1488535051048565,10,415.9,1,22.135943621178654,3.4998353515591547,0
19794,2.0,1,0,0,23,0,6.125055312969879,0.23111172096338664,10,362.83,1,23.130067012440755,4.859502278758319,0
19795,2.0,1,0,0,11,3,8.762481722614833,3.139832617527748,10,276.62,1,11.661903789690601,7.470036084031288,1
19796,2.0,1,0,0,13,3,9.969252820911521,4.442651256490317,10,251.29,1,13.564659966250536,8.585382540165241,1
19797,2.0,1,0,0,21,3,9.015809787392588,3.449987545831587,10,261.34,1,21.354156504062622,7.715315378284098,1
19799,2.0,1,1,13,13,0,5.338499156180869,-0.5108256237659907,2,347.0,1,13.2664991614216,3.662792119350618,0
19800,2.0,1,1,13,13,0,8.63592688616415,2.9517803860248084,2,294.17,1,13.2664991614216,6.948417260701027,1
19804,2.0,1,1,13,11,3,6.200914771290189,0.47000362924573563,2,308.25,1,11.704699910719626,4.445588116163626,0
19805,2.0,1,1,13,13,3,8.588173420133284,3.1780538303479458,2,223.66,1,13.601470508735444,6.5999521285341345,1
19809,2.0,1,1,13,16,4,5.654592230465429,-0.3285040669720361,2,396.67,1,16.703293088490067,2.570319527636131,0
19811,2.0,1,0,0,4,0,4.3476939555933765,-1.7719568419318752,2,454.71,0,4.58257569495584,2.373043556642607,2
19812,2.0,1,0,0,11,0,4.142181891636261,-1.7147984280919266,2,349.67,1,11.269427669584644,3.480932349681009,0
19813,2.0,1,0,0,11,0,3.592919062968025,-2.120263536200091,2,302.83,1,11.269427669584644,2.9069010598473755,0
19814,2.0,1,0,0,13,0,6.213967893534768,0.36464311358790924,2,347.0,1,13.228756555322953,5.5585254619990625,1
19815,2.0,1,0,0,13,0,5.344819200199456,-0.3285040669720361,2,291.0,1,13.228756555322953,4.685459017216894,0
19816,2.0,1,0,0,13,0,8.461722763890162,2.77757626375082,2,294.17,1,13.228756555322953,7.675471753841807,1
19817,2.0,1,0,0,16,0,6.198153460350231,0.2342812957246657,2,389.11,1,16.186414056238647,5.445659204445964,0
19818,2.0,1,0,0,16,0,5.03500265054455,-0.9288695140810151,2,389.11,1,16.186414056238647,4.123903364463645,0
19819,2.0,1,0,0,16,0,3.401863826205316,-1.8451602459551701,2,190.0,1,16.186414056238647,2.790551422613954,0
19820,2.0,1,0,0,18,0,5.818033353659475,-0.040821994520255166,2,350.32,1,18.16590212458495,5.116795489924646,0
19821,2.0,1,0,0,22,0,3.495294705041271,-2.5383074265151158,2,417.22,1,22.135943621178654,2.792391349535961,0
19822,2.0,1,0,0,11,3,8.311127971636779,2.5952547069568657,2,303.65,1,11.661903789690601,7.569484029263655,1
19823,2.0,1,0,0,13,3,9.705101245869935,4.1666652238017265,2,254.28,1,13.564659966250536,8.910279328577571,1
19824,2.0,1,0,0,21,3,9.724705324920672,4.1588830833596715,2,261.34,1,21.354156504062622,8.99047020728145,1
19825,2.0,2,2,4,11,0,5.123070723426044,-0.7339691750802004,4,349.69,1,11.575836902790225,3.3857452771032337,0
19826,2.0,2,2,4,13,0,4.134526351854933,-1.7147984280919266,4,347.0,1,13.490737563232042,2.3282528397426234,0
19827,2.0,2,2,4,16,0,3.401863826205316,-2.5383074265151158,4,380.0,1,16.401219466856727,2.0014800002101243,0
19828,2.0,2,2,4,13,3,4.663439094112067,-0.916290731874155,4,265.0,1,13.820274961085254,2.528125768907977,0
19829,2.0,2,2,4,16,3,9.280811883069914,3.370738174177447,4,368.73,1,16.673332000533065,7.139247879782541,1
19830,2.0,2,2,4,16,3,7.125564628705645,1.0986122886681098,4,414.45,1,16.673332000533065,4.79206460462718,0
19831,2.0,2,2,4,20,3,8.843788237366617,2.9444389791664403,4,364.8,1,20.54263858417414,6.700878700131799,1
19832,2.0,2,2,4,21,3,9.203408401287387,3.6375861597263857,4,261.34,1,21.517434791350013,6.94055155339722,1
19835,2.0,1,0,0,11,0,4.781976562093936,-1.439695137847006,0,503.54,1,11.269427669584644,3.3178157727231046,0
19836,2.0,1,0,0,11,0,5.594562669660306,-0.4588658848352796,0,425.57,1,11.269427669584644,4.1154535254323354,0
19837,2.0,1,0,0,11,0,4.653007515402251,-1.2039728043259361,0,349.67,1,11.269427669584644,3.202746442938317,0
19838,2.0,1,0,0,13,0,5.980353042353263,0.23111172096338664,0,313.95,1,13.228756555322953,4.468089645439724,0
19839,2.0,1,0,0,13,0,4.246206911531347,-1.2039728043259361,0,232.8,1,13.228756555322953,2.7978909051019993,0
19840,2.0,1,0,0,13,0,7.699044988093431,2.030776369698555,0,289.53,1,13.228756555322953,6.197889111815317,1
19841,2.0,1,0,0,16,0,4.52417702677856,-1.152013065395225,0,291.84,1,16.186414056238647,3.0478502278160975,0
19842,2.0,1,0,0,16,0,5.82346001090882,-0.13926206733350766,0,388.67,1,16.186414056238647,4.251633170740286,0
19843,2.0,1,0,0,16,0,5.62278931544667,-0.3396773675701612,0,388.57,1,16.186414056238647,4.146304301152812,0
19844,2.0,1,0,0,16,0,4.095011006765261,-1.439695137847006,0,253.33,1,16.186414056238647,2.6953026282797072,0
19845,2.0,1,0,0,18,0,4.654817125877505,-1.0216512475319814,0,291.92,1,18.16590212458495,3.006672213592325,0
19846,2.0,1,0,0,22,0,6.13435203465653,0.10165365372649982,0,416.84,1,22.135943621178654,4.35259782398307,0
19847,2.0,1,0,0,11,3,6.391615560392378,0.3364722366212129,0,426.3,1,11.661903789690601,4.7626866238630745,1
19848,2.0,1,0,0,11,3,7.13564753731855,1.0986122886681098,0,418.65,1,11.661903789690601,5.436120870695231,1
19849,2.0,1,0,0,11,3,7.8383630314510855,2.1400661634962708,0,298.36,1,11.661903789690601,6.370106441172271,1
19850,2.0,1,0,0,20,3,6.3693528874459115,0.47000362924573563,0,364.8,1,20.37154878746336,4.8912509770728985,1
19851,2.0,1,0,0,21,3,10.008473498051316,4.477336814478207,0,252.43,1,21.354156504062622,8.52562752223668,1
19852,2.0,1,0,0,22,3,7.013735602519369,1.0986122886681098,0,370.6,1,22.338307903688676,4.372859746849064,1
19853,2.0,1,2,4,11,0,5.986703230006271,-0.23319388716771114,10,502.65,1,11.445523142259598,4.80949782304466,0
19854,2.0,1,2,4,11,0,6.231976392583284,0.5187937934151675,10,302.83,1,11.445523142259598,5.14999135701204,1
19855,2.0,1,2,4,13,0,6.92773436129745,1.0784095813505903,10,347.0,1,13.379088160259652,5.891091572961195,1
19856,2.0,1,2,4,13,0,7.730530619455247,2.0464016876016355,10,294.16,1,13.379088160259652,6.724949605022376,1
19857,2.0,1,2,4,16,0,5.62278931544667,-0.05024121643674679,10,290.91,1,16.30950643030009,4.53838915229774,0
19858,2.0,1,2,4,16,0,5.682558838204574,0.10165365372649982,10,265.31,1,16.30950643030009,4.4330761493495725,0
19859,2.0,1,2,4,16,0,6.697700692209645,0.7943490610689127,10,366.26,1,16.30950643030009,5.689920168663052,1
19860,2.0,1,2,4,21,0,7.29632512929653,1.6409365794934714,10,285.83,1,21.236760581595302,6.275665567723107,0
19861,2.0,1,2,4,22,0,7.345435851452659,1.313454814942933,10,416.54,1,22.22611077089287,6.164682289652466,0
19862,2.0,1,2,4,11,3,6.642929988673283,0.5877866649021191,10,426.3,1,11.832159566199232,5.154793356461994,0
19863,2.0,1,2,4,13,3,9.004171924867935,3.4657359027997265,10,254.28,1,13.711309200802088,7.872668541928462,1
19864,2.0,1,2,4,16,3,8.317018817210757,2.4069451083182885,10,368.73,1,16.583123951777,7.231786156141617,1
19874,1.0,1,0,0,2,0,3.3032169733019514,-2.8134107167600364,3,453.33,1,2.6457513110645907,1.8594181177018698,2
19875,1.0,1,0,0,11,0,4.845682031463393,-0.8675005677047231,3,302.83,1,11.135528725660043,3.3714252233284854,0
19876,1.0,1,0,0,13,0,5.233138640523042,-0.616186139423817,3,347.0,1,13.114877048604,3.714303506454095,0
19877,1.0,1,0,0,13,0,5.26857954828408,-0.4155154439616658,3,294.15,1,13.114877048604,3.696351468952637,0
19878,1.0,1,0,0,16,0,4.118711918670395,-1.8451602459551701,3,389.11,1,16.09347693943108,2.641910398597665,0
19879,1.0,1,0,0,22,0,6.134330363131829,0.10255658832509196,3,416.45,1,22.06807649071391,4.513383790357383,0
19880,1.0,1,0,0,13,3,4.352597823983069,-1.2039728043259361,3,258.93,1,13.45362404707371,2.540814281726296,0
19881,1.0,1,0,0,20,3,4.983058526326021,-0.916290731874155,3,364.8,1,20.29778313018444,3.1763857732472487,0
19882,1.0,1,0,0,21,3,9.716844672258613,4.14946386144318,3,261.75,1,21.283796653792763,7.87677886857516,1
19883,1.0,1,0,0,16,4,5.942274302917211,-0.040821994520255166,3,396.67,1,16.583123951777,4.138680376042153,0
19884,2.0,1,1,13,11,0,6.559643565703893,0.5074198306311578,3,425.06,1,11.313708498984761,5.032135825542258,0
19885,2.0,1,1,13,11,0,6.563333528537727,0.85015092936961,3,302.83,1,11.313708498984761,5.089076720402819,0
19886,2.0,1,1,13,13,0,5.338499156180869,-0.5108256237659907,3,347.0,1,13.2664991614216,4.0138573113094145,0
19887,2.0,1,1,13,16,0,5.708869513704758,-0.2357223335210701,3,381.68,1,16.217274740226856,4.309052634715209,0
19888,2.0,1,1,13,21,0,7.363780412702002,1.7083778602890038,3,285.83,1,21.166010488516726,6.055565472514505,0
19889,2.0,1,1,13,21,3,9.517065960142427,3.9512437185814275,3,261.34,1,21.37755832643195,7.964531169908083,1
19890,1.0,1,2,12,4,0,7.259235755002038,1.2249512107111278,2,417.5,0,4.69041575982343,5.564673652285065,2
19891,1.0,1,2,12,16,0,5.990514095571987,0.02664193094642131,2,389.11,1,16.217274740226856,4.346658490836091,0
19892,1.0,1,2,12,21,0,7.769251858769153,2.1138429683971687,2,285.83,1,21.166010488516726,6.229930114519976,1
19893,2.0,1,3,5,17,0,8.904380269439041,3.508406188177599,4,220.52,1,17.435595774162696,7.822925383187589,1
19894,2.0,1,0,0,11,0,4.208268308540415,-1.8451602459551701,3,425.57,1,11.269427669584644,2.729159164312445,0
19895,2.0,1,0,0,11,0,4.142181891636261,-1.7147984280919266,3,349.67,1,11.269427669584644,2.6919208191723265,0
19896,2.0,1,0,0,13,0,5.433809335985194,-0.4155154439616658,3,347.0,1,13.228756555322953,4.033000931981049,0
19897,2.0,1,0,0,16,0,5.03500265054455,-0.9288695140810151,3,389.11,1,16.186414056238647,3.3350575791576103,0
19898,2.0,1,0,0,16,0,4.52417702677856,-1.439695137847006,3,389.11,1,16.186414056238647,3.0473755067058295,0
19899,2.0,1,0,0,16,0,3.652215469742345,-2.5383074265151158,3,488.1,1,16.186414056238647,2.194999882314108,0
19900,2.0,1,0,0,16,0,5.4813053678851515,-0.4588658848352796,3,380.0,1,16.186414056238647,4.081090446543684,0
19901,2.0,1,0,0,17,0,4.81834420626481,-0.4620354595965587,3,196.44,1,17.175564037317667,3.40452517175483,0
19902,2.0,1,0,0,22,0,4.188441885601216,-1.8451602459551701,3,417.22,1,22.135943621178654,2.2965670206684825,0
19903,2.0,1,0,0,11,3,8.384153106651668,2.667228206581955,3,303.97,1,11.661903789690601,6.916625819150324,1
19904,2.0,1,0,0,21,3,9.773948181181144,4.207673247529104,3,261.46,1,21.354156504062622,8.260942600304386,1
19905,2.0,1,1,13,2,0,4.086312390524837,-1.7147984280919266,3,330.67,1,3.3166247903554,2.6195832197798796,2
19906,2.0,1,1,13,11,0,5.720770687685056,0.27763173659827955,3,231.17,1,11.313708498984761,4.218624962732438,0
19907,2.0,1,1,13,13,0,3.727619282429867,-1.7147984280919266,3,231.0,1,13.2664991614216,2.3194422100604686,0
19908,2.0,1,1,13,16,0,6.483474256616332,0.8289884034713584,3,285.57,1,16.217274740226856,4.972725721023036,0
19909,2.0,1,1,13,16,0,6.0606174057962985,0.40613155265132483,3,285.57,1,16.217274740226856,4.549868870203002,0
19910,2.0,1,1,13,22,0,5.596568390349052,-0.14041215371674515,3,310.13,1,22.15851980616034,3.9682142850778885,0
19911,2.0,1,1,13,11,3,6.655285898286099,0.8754687373538999,3,323.7,1,11.704699910719626,5.023024891742178,0
19912,2.0,1,1,13,21,3,8.498884607481243,3.068052935133617,3,228.34,1,21.37755832643195,6.873495042297023,1
19913,1.0,1,2,4,11,0,6.5173314810684415,0.29565024210095786,3,503.55,1,11.313708498984761,5.239840436789061,0
19914,1.0,1,2,4,13,0,6.031646336740813,0.1823215567939546,3,347.0,1,13.2664991614216,4.825590031380704,0
19915,1.0,1,2,4,16,0,6.891300640910177,0.927823967687828,3,388.96,1,16.217274740226856,5.630100052968675,0
19916,1.0,1,2,4,16,0,5.9104713878984505,-0.053400776727115296,3,389.11,1,16.217274740226856,4.681019498271529,0
19917,1.0,1,2,4,21,0,5.144583266605995,-0.5108256237659907,3,285.83,1,21.166010488516726,3.911822985425479,0
19918,1.0,1,2,4,11,3,5.831999772456955,-0.2231435513142097,3,426.3,1,11.704699910719626,4.251917949326861,0
19919,1.0,1,2,4,11,3,6.927557906278317,1.2809338454620642,3,283.33,1,11.704699910719626,5.634825316817224,1
19921,1.0,1,2,4,21,3,9.867253973452202,4.298645025734831,3,262.07,1,21.37755832643195,8.553392035626915,1
19922,1.0,1,2,4,22,3,9.177058628179907,3.261935314328648,3,370.6,1,22.360679774997898,7.300114883911821,1
19923,1.0,1,2,4,11,4,7.496841099615876,1.7191887763932197,3,323.0,1,12.0,6.210760706693298,1
19924,1.0,1,2,4,11,0,4.845682031463393,-0.8675005677047231,3,302.83,1,11.313708498984761,2.695977619867941,0
19925,1.0,1,2,4,16,0,5.728149831104496,-0.23445731121448327,3,388.62,1,16.217274740226856,3.255014871484074,0
19926,1.0,1,2,4,16,0,5.62278931544667,-0.3396773675701612,3,388.57,1,16.217274740226856,2.984671326194566,0
19927,1.0,1,2,4,17,0,4.247923650150401,-1.1488535051048565,3,220.69,1,17.204650534085253,2.558776498354456,0
19928,1.0,1,2,4,17,0,6.4833519698537225,1.2029723039923526,3,196.44,1,17.204650534085253,4.772547295396223,0
19929,1.0,1,2,4,21,0,5.326904823399949,-0.3285040669720361,3,285.83,1,21.166010488516726,3.08922261664133,0
19930,2.0,1,2,4,2,0,5.868166330763488,-0.2484613592984996,3,453.33,1,3.7416573867739413,4.6061696863211745,2
19931,2.0,1,2,4,2,0,4.821490511954176,-1.2039728043259361,3,413.83,1,3.7416573867739413,3.5539184686798193,2
19932,2.0,1,2,4,2,0,5.3745373924594455,-0.7339691750802004,3,449.67,1,3.7416573867739413,4.1126755189068245,2
19933,2.0,1,2,4,11,0,3.0233474405869645,-2.8134107167600364,3,342.67,1,11.445523142259598,1.766441661243765,0
19934,2.0,1,2,4,11,0,5.880588850762045,-0.3396773675701612,3,502.84,1,11.445523142259598,4.4810798007570405,0
19935,2.0,1,2,4,11,0,6.169024786800226,-0.05234648037220912,3,503.39,1,11.445523142259598,4.887412489689508,0
19936,2.0,1,2,4,11,0,6.882416957966943,0.8311684784573199,3,424.64,1,11.445523142259598,5.47692369709451,0
19937,2.0,1,2,4,11,0,5.464509541412108,-0.17435338714477766,3,281.14,1,11.445523142259598,4.24448722065182,0
19938,2.0,1,2,4,11,0,6.088069343080496,0.23111172096338664,3,349.66,1,11.445523142259598,4.7722934990241495,0
19939,2.0,1,2,4,11,0,2.89977188240808,-2.8134107167600364,3,302.83,1,11.445523142259598,1.6074359097634274,0
19940,2.0,1,2,4,12,0,5.671672420737967,-0.3285040669720361,3,403.5,1,12.409673645990857,4.4135253017332525,0
19941,2.0,1,2,4,13,0,7.298593940228138,1.449269160281279,3,347.0,1,13.379088160259652,5.894513021031532,1
19942,2.0,1,2,4,15,0,5.879750557477981,-0.052346480372209236,3,376.94,1,15.329709716755891,4.421487703554795,0
19943,2.0,1,2,4,16,0,7.503102182016169,1.540516466967679,3,388.61,1,16.30950643030009,6.174473367682073,1
19944,2.0,1,2,4,16,0,7.275712339820508,1.3126478209515922,3,388.8,1,16.30950643030009,5.981616211053168,1
19945,2.0,1,2,4,16,0,7.273057897271227,1.395006301721912,3,357.11,1,16.30950643030009,6.0127122082710125,1
19946,2.0,1,2,4,17,0,5.580484258311707,0.30010459245033816,3,196.44,1,17.291616465790582,4.348599108561364,0
19947,2.0,1,2,4,21,0,5.550048374714159,-0.10536051565782628,3,285.83,1,21.236760581595302,4.109725664260403,0
19948,2.0,1,2,4,22,0,8.05961445253662,2.0695174604821425,3,399.45,1,22.22611077089287,6.6067042387914015,0
19949,2.0,1,2,4,23,0,4.689970787680556,-1.2039728043259361,3,362.83,1,23.2163735324878,3.4242626545931514,0
19950,2.0,1,2,4,2,3,5.095711466451375,-0.916290731874155,3,408.3,1,4.795831523312719,3.8312466954008584,2
19951,2.0,1,2,4,11,3,6.23746488056512,0.1823215567939546,3,426.3,1,11.832159566199232,4.539564428890097,0
19952,2.0,1,2,4,11,3,6.219356805444395,0.1823215567939546,3,418.65,1,11.832159566199232,4.519830138821076,0
19953,2.0,1,2,4,11,3,8.643261806659394,2.91235066461494,3,308.25,1,11.832159566199232,7.357996155136706,1
19954,2.0,1,2,4,16,3,5.777528476544686,-0.2231435513142097,3,403.7,1,16.583123951777,4.203049479130317,0
19955,2.0,1,2,4,16,3,5.356586274672012,-0.2231435513142097,3,265.0,1,16.583123951777,3.364187556028255,0
19956,2.0,1,2,4,16,3,6.315538817000633,0.4054651081081644,3,368.73,1,16.583123951777,4.797442073635214,0
19957,2.0,1,2,4,16,3,5.516126716271544,-0.5108256237659907,3,414.45,1,16.583123951777,3.8366526984033693,0
19958,2.0,1,2,4,21,3,10.950317304350088,5.384495062789089,3,261.34,1,21.447610589527216,9.580971079647421,1
19959,2.0,1,2,4,22,3,6.796823718274855,0.9932517730102834,3,331.48,1,22.427661492005804,4.9690491187753265,1
19962,2.0,1,0,1,11,0,4.50920979484218,-1.2039728043259361,3,302.83,1,11.269427669584644,3.0740812399649675,0
19963,2.0,1,0,1,13,0,3.7290612437467683,-2.120263536200091,3,347.0,1,13.228756555322953,2.367436065313662,0
19965,2.0,1,0,1,16,0,3.4255647381104497,-2.5383074265151158,3,389.11,1,16.186414056238647,1.7011051009599243,0
19966,2.0,1,0,1,16,0,3.4255647381104497,-2.5383074265151158,3,389.11,1,16.186414056238647,1.9878743481543455,0
19967,2.0,1,0,1,16,0,3.652215469742345,-2.5383074265151158,3,488.1,1,16.186414056238647,2.234306252240751,0
19968,2.0,1,0,1,16,0,5.4813053678851515,-0.4588658848352796,3,380.0,1,16.186414056238647,4.120661870539474,0
19969,2.0,1,0,1,11,3,6.970589223153505,1.2809338454620642,3,295.79,1,11.661903789690601,5.276480671938862,1
19970,2.0,1,0,1,16,3,4.431768726568696,-1.6094379124341003,3,420.4,1,16.46207763315433,2.7427736371605955,0
19971,2.0,1,0,1,16,3,7.238841609041204,1.2809338454620647,3,386.8,1,16.46207763315433,5.542909249068116,1
19972,2.0,1,0,1,16,3,7.477853081013172,1.5260563034950492,3,384.44,1,16.46207763315433,5.781360609301576,1
19973,2.0,1,0,1,16,3,4.450969504910791,-1.6094379124341003,3,428.55,1,16.46207763315433,2.7638002162067017,0
19974,2.0,1,0,1,20,3,6.081670814994131,0.1823215567939546,3,364.8,1,20.37154878746336,4.380275101635076,1
19975,2.0,1,0,1,21,3,10.252572414541515,4.686750172980514,3,261.34,1,21.354156504062622,8.546583047348323,1
19976,2.0,1,0,1,22,3,6.725129675970816,0.8329091229351039,3,362.21,1,22.338307903688676,4.867534450455582,1
19978,0.0,1,2,4,0,0,4.636668853047462,-1.7147984280919266,1,573.33,1,2.449489742783178,2.6939512767227085,2
19979,0.0,1,2,4,2,0,5.868166330763488,-0.2484613592984996,1,453.33,1,3.1622776601683795,3.91302250576123,2
19980,0.0,1,2,4,2,0,3.9051997800800207,-2.120263536200091,1,413.83,1,3.1622776601683795,1.9459101490553132,2
19981,0.0,1,2,4,11,0,5.441464875766521,-0.4155154439616656,1,349.67,1,11.269427669584644,3.479700443150099,0
19982,0.0,1,2,4,11,0,3.99838417107619,-1.7147984280919266,1,302.83,1,11.269427669584644,2.0149030205422647,0
19983,0.0,1,2,4,13,0,6.126956516545139,0.27763173659827955,1,347.0,1,13.228756555322953,4.169297415458502,0
19984,0.0,1,2,4,16,0,5.9104713878984505,-0.053400776727115414,1,389.11,1,16.186414056238647,3.9223692974822906,0
19985,0.0,1,2,4,16,0,5.366630006730124,-0.7465479572870606,1,451.77,1,16.186414056238647,3.3830334110344844,0
